timestamp_s,potential_V_vs_ref,current_A,working_electrode_area_cm2,cycle,segment,temperature_C,pH,fe2_concentration_M,electrolyte_id,reference_electrode,notes
12.3,-0.9003094745085082,-0.007116132131022961,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
12.4,-0.9144733430007315,-0.007869844297925284,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
12.5,-0.9295211127202688,-0.008699140448560022,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
12.6,-0.945509034399279,-0.009630705548232234,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
12.7,-0.9624909381200091,-0.010627076331982083,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
12.8,-0.9805173419180826,-0.011709280236348108,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
12.9,-0.9996347890250816,-0.012888749797027386,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.0,-1.019885551894536,-0.014164882641699992,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.1,-1.0413078408824115,-0.015525310591993581,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.2,-1.0639366362348572,-0.017000031204806716,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.3,-1.0878052219660599,-0.018564733868351814,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.4,-1.1129474413981115,-0.020250217237680446,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.5,-1.1394006233485072,-0.022025635607017178,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.6,-1.1672090559886579,-0.0239380042655165,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.7,-1.196427825070816,-0.025953929063482362,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.8,-1.2271267963360095,-0.028089832108580595,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
13.9,-1.2593945161421116,-0.030372364000091474,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.0,-1.2933418310664189,-0.03277734862252854,1.0,1,forward,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.0,-1.2932938310664182,-0.0327679502084301,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.1,-1.2593465161421118,-0.030370247094682116,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.2,-1.2270787963360088,-0.028088976525374735,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.3,-1.196379825070816,-0.025947019341930094,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.4,-1.1671610559886574,-0.02392617888469589,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.5,-1.1393526233485072,-0.02203557003259666,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.6,-1.112899441398111,-0.020248222399574665,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.7,-1.0877572219660598,-0.018560492122676908,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.8,-1.0638886362348567,-0.01698923476287189,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
14.9,-1.0412598408824105,-0.01552040094261582,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.0,-1.0198375518945355,-0.014151397083497145,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.1,-0.9995867890250816,-0.012885632542364698,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.2,-0.9804693419180822,-0.011704617224687717,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.3,-0.9624429381200083,-0.01061877948096753,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.4,-0.945461034399279,-0.00962532462369671,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.5,-0.9294731127202688,-0.008696763854133347,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.6,-0.9144253430007315,-0.007866409418789726,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.7,-0.9002614745085076,-0.00711107939319498,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.8,-0.886923831904483,-0.006407036557330412,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
15.9,-0.8743543149609039,-0.005784399655093126,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.0,-0.8624953276062408,-0.005204008544168019,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.1,-0.8512905880020871,-0.004685089355612223,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.2,-0.8406857940987755,-0.004227919586489715,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.3,-0.8306291371565985,-0.0037976112157369793,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.4,-0.8210716687447783,-0.003420575157430179,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.5,-0.811967535143597,-0.00307651762783311,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.6,-0.8032740976652245,-0.0027633575071887694,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.7,-0.7949519590948697,-0.0024972235318191593,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.8,-0.7869649161168439,-0.0022508450238921157,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
16.9,-0.7792798559811908,-0.0020277689039140236,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.0,-0.7718666133725927,-0.001826296832474219,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.1,-0.7646978008888287,-0.0016418689159494598,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.2,-0.7577486240047768,-0.001477346240523986,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.3,-0.7509966890616823,-0.0013316739678102107,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.4,-0.7444218107694889,-0.0011976816478788922,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.5,-0.7380058239749264,-0.0010837536551178174,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.6,-0.7317324030257973,-0.0009704325817639959,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.7,-0.7255868909273961,-0.0008835641947825337,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.8,-0.7195561396046881,-0.0007827441212243941,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
17.9,-0.7136283619148216,-0.0007159018228296415,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.0,-0.7077929955607882,-0.0006537020845144421,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.1,-0.7020405787039639,-0.0005920693544873016,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.2,-0.6963626368307008,-0.0005278073738155175,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.3,-0.6907515802707097,-0.0004804156698191031,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.4,-0.6852006116718004,-0.0004298143035129034,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.5,-0.6797036426898933,-0.00038960403603489755,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.6,-0.6742552191418422,-0.0003549657397168082,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.7,-0.6688504538812665,-0.0003251051253625496,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.8,-0.6634849666864253,-0.0002979881266588808,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
18.9,-0.6581548304883201,-0.0002651351154536747,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.0,-0.6528565233122788,-0.00023376161538495312,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.1,-0.6475868853541588,-0.0002145033107925763,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.2,-0.6423430806607056,-0.00020148541561902344,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.3,-0.6371225629310385,-0.00017601433962395166,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.4,-0.6319230450016333,-0.00015832716323746339,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.5,-0.6265549286024462,-0.00013399667071818788,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.6,-0.621416,-0.00011723137447027235,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.7,-0.6162892956086725,-0.00010715025713047916,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.8,-0.6111737398303878,-0.00010352650402147362,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
19.9,-0.606068351708042,-8.724037220176061e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.0,-0.6009722365981233,-7.821579387843118e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.1,-0.5958845785760515,-6.829962512174678e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.2,-0.5908046335097654,-6.178378222028429e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.3,-0.5857317227427596,-6.786524206975813e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.4,-0.5806652273329446,-6.012473627829218e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.5,-0.5756045827984257,-4.7806723532776575e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.6,-0.570549274325597,-4.320393071185858e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.7,-0.5654988323988689,-3.899412814088188e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.8,-0.5604528288149349,-1.847207712463728e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
20.9,-0.5554108730477378,-3.1384968091358315e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.0,-0.5503726089332808,-2.5372916239155036e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.1,-0.5453377116461373,-2.3372628360648913e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.2,-0.5403058849419986,-2.2233455576684307e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.3,-0.5352768586428429,-2.4647899793450164e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.4,-0.5302503863433867,-1.707068251309264e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.5,-0.52522624331934,-2.2717736017680372e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.6,-0.5202042246197144,-1.820281134323341e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.7,-0.5151841433269875,-1.7772094988096655e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.8,-0.5101658289703521,-1.3409710165745275e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
21.9,-0.5051491260785849,-8.538803820414129e-07,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.0,-0.5001338928602446,-2.049406431667696e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.1,-0.49512,-6.568699048127432e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.2,-0.49010732956086717,-1.700770942821916e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.3,-0.48509577398303877,-1.034082458217922e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.4,-0.4800852351708042,-1.6581779155133715e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.5,-0.4750756236598123,-5.98057155554992e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.6,-0.47006685785760516,-1.0960212023408853e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.7,-0.4650588633509765,-8.481797794345722e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.8,-0.46005157227427596,-8.997007783238869e-07,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
22.9,-0.45504492273329444,-7.39539426645734e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.0,-0.4500388582798426,-2.1558970389721186e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.1,-0.4450333274325597,-2.5494268471228983e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.2,-0.44002828323988685,-5.614938395270297e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.3,-0.43502368288149346,8.74614698883554e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.4,-0.4300194873047738,1.5456530471076379e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.5,-0.42501566089332804,-1.1430787377293835e-05,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.6,-0.42001217116461365,-8.199214396435379e-08,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.7,-0.41500898849419976,-4.0579735071632636e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.8,-0.4100060858642843,3.755011316956274e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
23.9,-0.40500343863433863,-4.2491565537194e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
24.0,-0.400001024331934,-6.590432018337464e-07,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
24.1,-0.3949988224619713,2.6230645639489533e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
24.2,-0.38999681433269867,4.5942482459554985e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
24.3,-0.3849949828970352,-5.58339012154657e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
24.4,-0.3799933126078585,-1.1152235007456374e-06,1.0,1,reverse,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,"Synthetic CV with Fe/HER, Ru=12.0 ohm, C_dl=40.0 uF"
